t (s),average relative deviation,standard deviation
0.948225,0.000384168084197701,0.002434487705226001
0.970075,0.0008999984239158452,0.002241616669517536
0.992262,-0.0010510690257637323,0.003160307717229372
1.01479,0.00026177393401291755,0.0017739949348177055
1.03765,-8.638777693920298e-05,0.001832970534047363
1.06085,-0.0009556864443768902,0.001239357441671086
1.08441,-0.00013181141772527298,0.003376629683929925
1.10831,0.0009862400814053928,0.0015877258550152614
1.13259,0.0003498479919960668,0.0022426459787275375
1.15723,-0.0005613828179575754,0.002016984714423392
1.18224,0.000969313062779446,0.003449320826795439
1.20763,0.0006930426851172192,0.0015134924293914375
1.2334,0.0010702828430671225,0.001798777717763109
1.25955,-0.00030969442928862034,0.00255022022252418
1.28611,0.0011336461692863214,0.001111758981206531
1.31306,0.0015127617590536306,0.0019640183565809307
1.34043,0.0006288702848306985,0.002036967217851214
1.3682,-0.00016117879780631048,0.0018773378347493415
1.39639,0.00016926512863365195,0.001869912945205208
1.42501,-0.0009637666338591773,0.0030227751002636825
1.45406,0.0010774609330326116,0.0013805448347013367
1.48355,0.0005018518446099285,0.0019235331319075088
1.51349,-0.0005297167388411986,0.003302053056799685
1.54387,0.0020325136024650424,0.0012456496441594137
1.57473,0.0007045896708796472,0.0014064436917817665
1.60602,-0.0011199225071663564,0.0021951661536746612
1.63781,-2.5853063232482054e-06,0.00178641908247092
1.67008,0.0027600107433717043,0.0013288804303269708
1.70282,0.000988869328575023,0.002118079609935863
1.73606,-0.0012530865261540286,0.001790553779833297
1.76981,0.00020165996381900237,0.0019903216573933587
1.80406,0.0009980462343241177,0.001100121714665289
1.83884,-3.3191176937223114e-05,0.0015300949064615617
1.87414,0.00037098971642398124,0.00121385299683746
1.90996,0.001963927688317492,0.002722838883412765
1.94634,0.0002722984686875009,0.0017201070107111113
1.98325,0.000852449328368398,0.0030506530559059842
2.02073,0.0005874730912988618,0.0019459736738792741
2.05877,0.0002437951514063831,0.001935046232026386
2.09739,0.0022199196969861583,0.0006998192784907142
2.13659,0.0005189868207444547,0.0016335231637949078
2.17637,0.0018960130937837663,0.002693610182117081
2.21676,0.0026951912795035895,0.0015442843184405373
2.25776,0.0012881560505279162,0.0017229294816934334
2.29939,0.0016903517756013814,0.0026630716956084198
2.34162,0.0026148717291618003,0.002957756238067123
2.38451,0.0014940591342689497,0.00146999177993727
2.42805,0.00013446109444607122,0.0009804775435322097
2.47224,0.002171769876968285,0.0012604659182418499
2.51709,0.0022042309434018802,0.0010011947918737692
2.56262,0.000806262023543101,0.002658336744419719
2.60884,0.0027033545238154644,0.0019916728763094142
2.65576,0.0013697904080210857,0.0015267975437303547
2.70338,0.0023613412073710165,0.0018677992089954215
2.75172,0.0006738673626364339,0.0020858131209536613
2.8008,0.0022033421360602742,0.0012468388936975883
2.85061,0.0007864383554457939,0.002000328042139099
2.90118,0.0017813511160759696,0.001098049368219284
2.9525,0.0021250050956550066,0.0011963167155573872
3.00461,0.0029067709342626164,0.002097638443128025
3.0575,0.0037962557471053603,0.0010705621572192222
3.11119,0.0022157563371467195,0.0011473333127740232
3.16569,0.002936209290090914,0.002116244428085974
3.221,0.0034415564966846376,0.0006939074175294677
3.27716,0.0032546679905239594,0.0012856046460672276
3.33416,0.0038607031622312493,0.0018322117714053628
3.39202,0.003342302937630538,0.000979729279551815
3.45076,0.0034558666259543046,0.0013262899996688098
3.51039,0.00461591540402231,0.0017411228505390963
3.5709,0.004039270582747408,0.0009288318734651329
3.63234,0.004061154749687803,0.0006055422345784156
3.6947,0.00523040339525145,0.0010200786824097188
3.75801,0.004612446033628782,0.0011148053029159258
3.82226,0.0046952571388149894,0.0015885639161379353
3.8875,0.005556649558695823,0.001342749000968875
3.95371,0.004077347105568944,0.002336861802224656
4.02093,0.006203942556694323,0.0011753505070960903
4.08915,0.006324789297994886,0.0013286209271749802
4.1584,0.006257725708466413,0.001312337432036355
4.22871,0.00626628634493608,0.0014238318764701497
4.30008,0.0067258386935697785,0.0009568027416582713
4.37251,0.006709790735797895,0.0005766771864003562
4.44604,0.006439063760731767,0.001195894187120254
4.52069,0.007199264496711475,0.0019658205263562
4.59645,0.007214067654777059,0.0014465547198313122
4.67336,0.0074828124029973145,0.0014877761354431987
4.75144,0.007943782967699957,0.001545959425511843
4.83069,0.008025269143010211,0.002075244943704926
4.91114,0.008481537729514134,0.0014188297062312674
4.9928,0.009166821197204406,0.0009465460311340095
5.0757,0.009382837163848174,0.0022615834642672914
5.15984,0.010051531481269882,0.0008793345003954383
5.24526,0.009369554963268889,0.0012203662970123124
5.33196,0.009408683167706378,0.001348974429721747
5.41997,0.009478094740790232,0.0008374207776879992
5.50931,0.01175706608251593,0.0010133746786276112
5.6,0.011466046055884522,0.0008164398490694215
5.69206,0.011248189311445092,0.0012304997694750199
5.78551,0.012333123268670984,0.0012757827729295592
5.88036,0.011309057711694338,0.0014222396951824902
5.97665,0.01168829663519152,0.0004980692727608973
6.0744,0.011855871155084317,0.0007868955766795048
6.17361,0.013352653458797515,0.0017375518332011044
6.27432,0.013697325998849938,0.0012338757048358166
6.37656,0.01403332441472258,0.001560333296330448
6.48034,0.014672139886977457,0.0011980068692118858
6.58567,0.014679389799110364,0.0011974594111753
6.69261,0.014630879300449323,0.0010707120501526853
6.80116,0.015466143688305697,0.0014608887021236277
6.91135,0.01596599526251592,0.0006947409979157646
7.02319,0.016610946365515255,0.0011500412789328756
7.13672,0.016210454461107183,0.0010549162495149408
7.25198,0.01762480426111723,0.0008826046850474785
7.36896,0.01760746303180594,0.0011354904632280035
7.48771,0.018596724398310675,0.001440311885691848
7.60826,0.019416213571693187,0.0013927737566576455
7.73063,0.018806321861763578,0.0011355939387283312
7.85484,0.020083060888896182,0.0008671437075086672
7.98093,0.020374136622207415,0.0008173162743151368
8.10891,0.020367524077065904,0.001097226379542885
8.23884,0.02164896153400229,0.0017332671842758564
8.37071,0.02118846110628264,0.0009141078507666632
8.50459,0.022944048378248764,0.0008454449170055351
8.64049,0.02345505375098754,0.0010408196599167646
8.77843,0.023994006789695325,0.000684091419595012
8.91845,0.023912983786731946,0.001691350752423831
9.06059,0.025094976973529914,0.0012183871588626995
9.20487,0.025632489011297013,0.0015983743654784915
9.35133,0.02588597263307253,0.000865567068966775
9.5,0.027026788721239134,0.0008263883724175825
9.65091,0.02661935964123312,0.001245339686137886
9.8041,0.02768045904445972,0.0011249299264210315
9.95961,0.028111499435974182,0.0012387619540961702
10.1175,0.028771284893898755,0.0008452301412297513
10.2777,0.028383769567892698,0.0008795999098504333
10.4403,0.028737541137306092,0.0003792012903945961
10.6054,0.029105753816674833,0.0008146935550002668
10.7731,0.029476409732566086,0.001478125499760292
10.9432,0.02992890426635562,0.0010815844288224836
11.1159,0.02940370543990951,0.0015526354010671351
11.2912,0.030267662978694362,0.0011595564372075594
11.4691,0.029669699120122312,0.001207293391285135
11.6497,0.030358200335712165,0.0005831426808773752
11.8331,0.03029637074078577,0.0017817566030612
12.0192,0.030116055213740917,0.0013662572911768416
12.2081,0.029809289744275224,0.0013279702077083455
12.3999,0.029455295846167396,0.0007827370355730013
12.5946,0.029235703227402206,0.001329462320435787
12.7922,0.029374322646497354,0.0011525071121361466
12.9928,0.029057224315865156,0.0009378264692441491
13.1965,0.02889418765335189,0.0015180031744511247
13.4031,0.028555757074471517,0.0015331096104043548
13.613,0.028159560078562382,0.0007533021382345751
13.8259,0.02728647595270996,0.0011618336928234173
14.0421,0.02692086812774194,0.001580999307822366
14.2616,0.027289132396398626,0.0012397238105715162
14.4844,0.026162336031976166,0.0015788209574972188
14.7105,0.025911672722199252,0.0011708879360448122
14.9401,0.02450635450644956,0.0006934621623998901
15.1731,0.024359133142046394,0.0006651025174652369
15.4096,0.023757853778988883,0.0016793853826047437
15.6497,0.0229103995592292,0.001126498986070472
15.8934,0.022399132030725636,0.0009758815580380011
16.1408,0.022024172497579837,0.000832282054605163
16.392,0.021165135709678904,0.0007511479951896373
16.6469,0.020245477885514698,0.0010869870147305267
16.9057,0.019721494747082183,0.000451775085352841
17.1683,0.018829135344391557,0.0009817964356655846
17.435,0.018005843690519927,0.0012846905697607256
17.7056,0.0172363941398853,0.0011310973623258637
17.9804,0.016326808402430983,0.000392047613748381
18.2593,0.01578934101572202,0.0003785811967584538
18.5424,0.014982334604515707,0.0005760956722502739
18.8298,0.014167704601292708,0.0007965159560887103
19.1215,0.01309145652031579,0.001210120976445349
19.4176,0.012826903050999143,0.0005514063505205621
19.7182,0.0123524897973223,0.0011143974906801782
20.0233,0.011595454170257547,0.0006902137365861493
20.333,0.010673043546817198,0.0011683388588669319
20.6474,0.010488268012735308,0.0005925905962071781
20.9666,0.00946133474296259,0.0010607982963682329
21.2905,0.008926939162938846,0.0009255471189733612
21.6194,0.008137186215822045,0.0007484690729211229
21.9532,0.007304786617025491,0.0009901650981880184
22.292,0.00666636999444998,0.0006078624584263442
22.636,0.005741956258298806,0.0007486705902316739
22.9852,0.005265064215844097,0.000552109426996286
23.3396,0.004771097656914446,0.0005105661966523161
23.6994,0.004013091474306837,0.0007342269066265007
24.0646,0.0033955379917988415,0.0008266619739139666
24.4353,0.0028447739883057867,0.00033558276856067047
24.8116,0.002041434397062169,0.0006330254772349331
25.1936,0.0010746097192597121,0.0005625324331891697
25.5813,0.0011107057450932551,0.0005524451039304229
25.9749,0.0001643862559912136,0.0007603962554166605
26.3745,-4.540396768611273e-06,0.0004174772991769634
26.78,-0.0005635153335597514,0.0006418504410657962
27.1917,-0.001355838132955904,0.0005701867524846049
27.6096,-0.0016896559824080518,0.0006494076633288058
28.0339,-0.001963923219575087,0.0008700802002053171
28.4645,-0.00316293300751184,0.0005100390407603925
28.9016,-0.0030627294462215195,0.001223054331335701
29.3453,-0.0036132136538751234,0.0004806779345745812
29.7957,-0.004325905769708459,0.000506509750402267
30.2529,-0.0048494796520774505,0.0007774811633200911
30.717,-0.005199304507893423,0.0008765764064147027
31.1881,-0.005385907190482632,0.0004552378923301359
31.6663,-0.006027630298345004,0.0007140754009847921
32.1518,-0.006571809460286175,0.000473977131755728
32.6445,-0.0068623642687505254,0.0007854913085842738
33.1447,-0.0073916330150574595,0.0006971824081212622
33.6525,-0.007450256826341729,0.0004329799644827241
34.1679,-0.007840631167773166,0.0003940187484159533
34.6911,-0.008247191344569627,0.0004937137141647314
35.2222,-0.008844849713790267,0.0003488886000011435
35.7613,-0.008993922287212628,0.0004925685202613884
36.3085,-0.009394888547615351,0.0003918009978535306
36.864,-0.009818204572885477,0.0005761597285548381
37.4279,-0.009924685180464441,0.000513126304477694
38.0003,-0.010052413801914777,0.00039187418728845933
38.5813,-0.01056412641673838,0.00031018745376494035
39.1711,-0.011089263806686888,0.0006554664410576717
39.7697,-0.011332391499666536,0.0005085026159000869
40.3775,-0.011593226112330582,0.0008382480307230706
40.9944,-0.011390451934767494,0.0008448928210010395
41.6206,-0.012076511070699986,0.0006791017204502394
42.2562,-0.01273067196161383,0.000673448129112807
42.9015,-0.012575846975169292,0.0006026765410403584
43.5565,-0.013086507654307987,0.0008371330991230028
44.2214,-0.01341512127041423,0.00037523843960826555
44.8963,-0.013136877638718467,0.00042968259166589545
45.5814,-0.013674400846873954,0.0004860995898746445
46.2768,-0.014161457436064916,0.000743486194878281
46.9827,-0.014491745492388493,0.000465200290891085
47.6993,-0.014383937257318402,0.0007917602961346387
48.4267,-0.014488381059149064,0.0009980849069338147
49.1651,-0.014570716906490443,0.0004900310555141646
49.9146,-0.014807817614699454,0.0007380702767274649
50.6754,-0.01516541416586977,0.0004113008900185366
51.4477,-0.015326426228054489,0.0010837768641032996
52.2317,-0.01515140556816101,0.0007235137901807618
53.0275,-0.015557198771311545,0.000631516145792683
53.8353,-0.015823574944514026,0.000739957607867048
54.6553,-0.016089581867472977,0.0005318071837039232
55.4877,-0.016102685292963558,0.0009201829487087749
56.3326,-0.016283927910816905,0.000511230364804239
57.1903,-0.016490450366408713,0.0007819351614702114
58.0609,-0.01632932746539602,0.0007815789579586364
58.9447,-0.016614360144846546,0.0006927705878048184
59.8418,-0.01677746603065453,0.0006138857814916131
60.7524,-0.016751570368503964,0.0008602299447551024
61.6768,-0.01695880751522028,0.0009069003567842971
62.6151,-0.017281303962725876,0.0009444387572189704
63.5676,-0.017639601222661245,0.0006344396588574795
64.5345,-0.017501149856919043,0.0009751262899847812
65.516,-0.01737146040119601,0.0007440262853111306
66.5122,-0.017563516753335742,0.0007043686653136245
67.5235,-0.01799374721902499,0.00025464234212638784
68.5501,-0.017802165161865224,0.0006804984783550407
69.5922,-0.01795152122188338,0.001047009279531469
70.65,-0.01818129446010384,0.000493697400889688
71.7237,-0.01832761062725441,0.0005876102803457831
72.8137,-0.018311285528643403,0.00043976705817838846
73.9201,-0.018250227986102086,0.0009018497833745769
75.0432,-0.018669884406786505,0.000981109913101019
76.1832,-0.01883327467346919,0.0009492589021372712
77.3405,-0.01867441905844685,0.0009478951356121974
78.5152,-0.01853737740034151,0.0006728151827290376
79.7077,-0.018819670137975884,0.0006660806758470134
80.9181,-0.018878639006922226,0.0005696019810096173
82.1468,-0.018917926303198718,0.0005578628772681855
83.3941,-0.019003008221502728,0.0009085688789540829
84.6601,-0.019002176881691195,0.0005372244262313313
85.9453,-0.01924135075369973,0.0007766939676618663
87.2499,-0.01929261363069371,0.0009974119874358658
88.5742,-0.019450769048108583,0.0007810394737601787
89.9184,-0.01957920278352011,0.0007607604222039078
91.283,-0.019540574459671108,0.0009722619972521128
92.6681,-0.019721884886553305,0.0006537077102702931
94.0742,-0.019559788027469122,0.0008515696567991588
95.5014,-0.01982486186416602,0.0005965520756978283
96.9502,-0.019700545154792286,0.0009396335291223432
98.4209,-0.019847267878667516,0.0008070515308442573
99.9137,-0.01985852518967407,0.0008167668497077189
101.429,-0.02010539855467233,0.0009348527126476115
102.967,-0.019956785571022012,0.0008625118605527013
104.529,-0.01993288876913461,0.001034769431218147
106.114,-0.020103812784847967,0.0009124473781216137
107.723,-0.02025534519913618,0.0011376641234248192
109.356,-0.020173563104963852,0.0006961104751129097
111.014,-0.02012413915920863,0.0008647009697882875
112.697,-0.02032542327973613,0.0007058563460705596
114.405,-0.020186941790831206,0.0009215420917756089
116.139,-0.02040978714698366,0.0008179161073685054
117.899,-0.02043912194555628,0.000605847634134631
119.686,-0.02056132874280202,0.0007306618658421833
121.5,-0.020429424300680586,0.0008662763437770723
123.341,-0.0204401271912298,0.0009026694367823347
125.21,-0.020519375367509203,0.0005664961328282278
127.107,-0.020805152298615324,0.0009420017965671857
129.033,-0.020485310811475192,0.0007276957446505675
130.988,-0.021038475553620938,0.0007307343732029264
132.972,-0.020624928451118213,0.0008665898274931964
134.987,-0.020771450346310037,0.0006183274031468861
137.031,-0.02092592256319704,0.0007386311296475155
139.107,-0.02095150610877049,0.0010016990553611378
141.214,-0.02096918898622592,0.0008645994929019503
143.352,-0.020975316982198705,0.0007357000150880641
145.523,-0.021076774818416837,0.0007801345086010142
147.727,-0.02112618612658265,0.0008549189817898068
149.964,-0.021242402172684343,0.0006949105767713348
152.235,-0.02126650819174294,0.0006621127205770217
154.54,-0.02115385114926956,0.0007967717693872768
156.879,-0.021063677195456553,0.0008170062181612188
159.254,-0.02127593240660038,0.0006703364983739749
161.665,-0.021115593304297364,0.0008561552910715188
164.113,-0.021178240544496962,0.0008198805015720175
166.597,-0.021332273279471393,0.0006258524213694271
169.119,-0.021431728468948863,0.0007444330021239578
171.678,-0.02138492941264646,0.0007501526106924768
174.277,-0.021375419957389133,0.0008776406910866119
176.914,-0.021572169171005337,0.0008297139075392308
179.592,-0.021528146753190317,0.0009390914630693258
182.31,-0.021526209209227983,0.0010272841815432653
185.068,-0.021489653471156247,0.0008906639547648883
187.869,-0.021814296025383536,0.0007278714392075935
190.712,-0.02169988734878166,0.0009266628647653918
193.597,-0.02185956646314777,0.0006190681711954342
196.527,-0.02167265314315024,0.0009084907057857185
200.0,-0.021775344290494537,0.0009589444944716994
